ID,obs,time,elapsed,date,hhmmss,replicate,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr
S2,11,1576168067,1505.4,20191212 09:27:47,9:27:47,,1576168059,0.005087482,15.10165059,1178.911925,1089.483094,92.62599938,100.2290865,0.401414497,2.533115038,0.369131091,0.233390723,241.6703664,17.62742195,17.51620323,2.009095744,42.67825172,0.857097994,2.008278127,1.15199775,-224.3579434,-0.880625905,-0.068130938,16.36366621,-0.049296895,0.055340083,3.975762747,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1452-20221002-20_35_15,854.5811923,984.804,0.132232208,0.5,1261.227416,15.10165059,83.38744322,0.469356339,0.01138361,-0.998467918,DARK-1453-20221002-20_35_17,522.58,462.224,0.281730952,1.887064954,0.157706619,6.240490661,1500.019032,1261.227416,0.840807609,0.191615218,6,0.5,1178.911935,1200.01129,10.08133548,5.045139677,599.9996774,84.91829355,0.100005423,17.50975484,17.51620323,999.9,0,0,13999.55806,0,12.09815484,1500.019032,0.972989484,0.027010706,0,854.5247419,5.0001,12388.51613,11926.25484,40.19106452,42.403,41.504,41.812,41.903,1454.638065,40.38096774,0,150,854.5811923,6.954974345,93.50427324,12389.13846,15,1576168000,9:26:40,13,-2.52,-0.035,1200,5,0.16,0.02,623.607,263.382,11.8889,26.2731,30.0002,26.3011,26.3262
S2,12,1576168218,1655.9,20191212 09:30:17,9:30:17,,1576168210,0.004468155,15.53639647,1577.387409,1463.328726,124.4083231,134.1052895,0.332709775,2.533705071,0.310204534,0.195772838,241.6695869,17.74481893,17.51673871,2.009163654,40.24945717,0.804848701,1.999651071,1.204314953,-197.0456385,-10.26725551,-0.793879246,33.56281362,-0.049314971,0.055360375,3.976881769,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1454-20221002-20_37_45,851.2531923,982.831,0.13387633,0.5,1261.227,15.53639647,84.42422128,0.469328908,0.011728315,-0.998464843,DARK-1455-20221002-20_37_47,521.56,461.271,0.285250553,1.886972283,0.159729253,6.227969001,1500.019032,1261.227,0.840807332,0.191614663,6,0.5,1577.387419,1599.971935,9.466876452,5.040999677,599.997129,84.91736129,0.099983681,17.44157419,17.51673871,999.9,0,0,14004.84516,0,12.03842903,1500.019032,0.972997968,0.027002232,0,851.1507742,5.0001,12337.88065,11926.27742,40.153,42.415,41.47358065,41.42912903,41.84045161,1454.651935,40.36709677,0,150,851.2531923,10.7662564,133.4495723,12339.04615,15,1576168145,9:29:05,14,-2.622,-0.033,1600,5,0.17,0.02,623.267,263.451,11.7767,26.2798,30.0003,26.299,26.324
S2,13,1576168398,1836.4,20191212 09:33:18,9:33:18,,1576168390,0.004745314,14.48952126,393.5830546,296.3019474,25.18893418,33.45890144,0.279076307,2.533408143,0.263052839,0.165770953,241.6658127,20.37758791,19.87267742,2.328174979,34.73299944,0.823050453,2.369649805,1.505124526,-209.2683575,38.94940499,3.091560232,74.43842037,-0.049305873,0.055350162,3.976318612,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1456-20221002-20_40_46,825.5204231,980.803,0.158321882,0.5,1261.211593,14.48952126,99.8386966,0.449084067,0.010898403,-0.998461669,DARK-1457-20221002-20_40_48,540.34,440.463,0.352543975,1.817441529,0.188970952,6.215098283,1500.00129,1261.211593,0.840807006,0.191614011,6,0.5,393.5830645,409.9405161,9.68169,4.982245161,599.9906452,84.91106452,0.099966958,20.15785161,19.87267742,999.9,0,0,14003.3,0,11.86533548,1500.00129,0.973009645,0.026990442,0,825.5987742,5.0001,11974.56774,11926.16129,40.25,42.433,41.548,41.86077419,42.125,1454.650968,40.35032258,0,180.0999999,825.5204231,-7.54601708,-104.0581196,11973.36538,15,1576168312,9:31:52,15,-1.411,-0.033,410,5,0.09,0.02,624.581,259.865,16.6533,26.3715,30.0015,26.33,26.3571
S2,14,1576168549,1987,20191212 09:35:48,9:35:48,,1576168541,0.004701813,11.37263057,287.2850567,209.4003879,17.80159639,24.42274667,0.270659578,2.533294333,0.25555934,0.16101104,241.6672027,20.46632161,20.0514871,2.354105411,34.4103532,0.819231326,2.380769886,1.534874084,-207.349934,24.86765758,1.976500645,61.16142689,-0.049302387,0.055346248,3.976102771,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1458-20221002-20_43_17,828.3903846,969.841,0.145849284,0.5,1261.21891,11.37263057,91.97393743,0.440300008,0.008427008,-0.998444281,DARK-1459-20221002-20_43_18,542.82,427.021,0.331249787,1.788864151,0.174465567,6.145527865,1500.01,1261.21891,0.840807001,0.191614002,6,0.5,287.2850645,300.0084194,9.636627742,4.980138065,600.0017097,84.91221935,0.100022316,20.23356774,20.0514871,999.9,0,0,14002.11935,0,12.0353,1500.01,0.973009839,0.026990265,0,828.4209032,5.0001,12016.79677,11926.23871,40.36687097,42.47154839,41.6006129,41.72951613,42.24180645,1454.659677,40.35032258,0,150,828.3903846,-2.740239312,-38.30427349,12016.39231,15,1576168466,9:34:25,16,-1.263,-0.033,300,5,0.14,0.02,623.759,259.018,15.662,26.5089,30.0004,26.4242,26.4547
S2,15,1576168699,2137.5,20191212 09:38:19,9:38:19,,1576168691,0.00475823,7.557393872,196.5013819,145.5404388,12.37275479,16.70507134,0.276414842,2.532953693,0.260683644,0.164266009,241.6626569,20.37106852,19.99887742,2.346449971,34.76438294,0.82365805,2.369258364,1.522791921,-209.8379582,21.34423701,1.695547514,54.86448329,-0.049291953,0.055334535,3.975456778,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1460-20221002-20_45_47,837.1797692,957.693,0.125837017,0.5,1261.194813,7.557393872,79.35249685,0.434766674,0.005402071,-0.998424547,DARK-1461-20221002-20_45_49,541.32,416.373,0.289435748,1.771330791,0.150902367,6.068430488,1499.98129,1261.194813,0.840807029,0.191614059,6,0.5,196.5013871,204.9937419,9.68867129,4.976562903,600.0026774,84.91248065,0.100007216,20.15518065,19.99887742,999.9,0,0,13999.1129,0,11.83542903,1499.98129,0.973008097,0.026991861,0,837.207129,5.0001,12141.1871,11926,40.46741935,42.56403226,41.69512903,41.67316129,42.288,1454.630323,40.35096774,0,150,837.1797692,-2.28458118,-31.61367522,12140.91154,15,1576168616,9:36:56,17,-1.158,-0.033,205,5,0.2,0.02,623.551,258.98,15.539,26.4891,30,26.4579,26.4859
S2,16,1576168850,2288,20191212 09:40:49,9:40:49,,1576168842,0.004924587,2.798178777,96.7175626,77.90163558,6.622405359,8.221944253,0.289356934,2.533108679,0.272168288,0.171564361,241.66372,20.33585864,20.00004839,2.346620126,35.3068719,0.837264711,2.371393064,1.509355415,-217.1742864,23.17419182,1.840951421,49.50457682,-0.0492967,0.055339864,3.975750688,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1462-20221002-20_48_18,857.7316538,944.496,0.091863117,0.5,1261.200493,2.798178777,57.92890398,0.432226288,0.001628488,-0.998402534,DARK-1463-20221002-20_48_20,536.26,408.236,0.212534774,1.763412967,0.110468693,5.984675625,1499.988065,1261.200493,0.840807019,0.191614039,6,0.5,96.71756452,99.99205161,9.849033226,4.972927419,599.9973871,84.90985806,0.099979152,20.16974194,20.00004839,999.9,0,0,14000.89355,0,10.89920968,1499.988065,0.973006935,0.026992926,0,857.7502258,5.0001,12421.24194,11926.06774,40.522,42.669,41.75,41.7376129,42.36687097,1454.637419,40.35064516,0,150,857.7316538,-1.29521369,-28.6974359,12420.93846,15,1576168775,9:39:34,18,-1.141,-0.033,100,5,0.14,0.02,623.817,258.58,15.607,26.4377,29.9999,26.4518,26.4792
S2,17,1576169000,2438.5,20191212 09:43:20,9:43:20,,1576168992,0.00480666,0.464572799,49.30381581,45.14435405,3.837812456,4.191416677,0.279948485,2.533175163,0.26382642,0.166262594,241.6651232,20.41903267,20.00664839,2.34757938,34.79898451,0.827668494,2.378427146,1.519910886,-211.9736902,28.81508073,2.28964064,60.79615433,-0.049298736,0.05534215,3.97587677,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1464-20221002-20_50_48,866.8734615,934.32,0.072187835,0.5,1261.207573,0.464572799,45.52192241,0.431672232,-0.000221816,-0.998385136,DARK-1465-20221002-20_50_50,531,403.32,0.167228351,1.761712376,0.087000375,5.920093561,1499.996452,1261.207573,0.840807038,0.191614076,6,0.5,49.30381613,50.00538065,9.735900323,4.976003548,599.9956774,84.91203548,0.099978465,20.21764194,20.00664839,999.9,0,0,14001.1129,0,11.57683548,1499.996452,0.973006161,0.026993635,0,866.8753548,5.0001,12549.72581,11926.11613,40.625,42.73577419,41.875,42.187,42.5,1454.638065,40.3516129,0,150.1000001,866.8734615,-0.950769232,-26.62905976,12549.45,15,1576168922,9:42:01,19,-1.096,-0.031,50,5,0.16,0.02,682.001,210.12,15.6894,26.3731,30,26.4163,26.4503
S2,18,1576169151,2589,20191212 09:45:50,9:45:50,,1576169143,0.005371693,13.69032062,394.1867648,313.20662,26.6274585,33.51203663,0.326849223,2.533175908,0.305097839,0.192519667,241.6651105,20.32764326,20.0063,2.347528737,36.78489156,0.879109345,2.389865263,1.468419391,-236.8916433,39.46391406,3.137034539,47.37441577,-0.049298759,0.055342176,3.975878183,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1466-20221002-20_53_19,810.1117308,963.059,0.158814018,0.5,1261.20781,13.69032062,100.1487398,0.459015491,0.010264757,-0.998433325,DARK-1467-20221002-20_53_20,521,442.059,0.345988362,1.85094608,0.19023689,6.102485849,1499.996774,1261.20781,0.840807015,0.19161403,6,0.5,394.1867742,409.9945484,10.34056129,5.024413871,599.999871,84.91563548,0.099995735,20.29526774,20.0063,999.9,0,0,14000.52581,0,10.96741935,1499.996774,0.973006742,0.026993103,0,810.0947419,5.0001,11771.97419,11926.11613,40.653,42.778,41.895,42.03612903,42.524,1454.645806,40.35064516,0,150,810.1117308,1.85740173,29.63418809,11772.2,15,1576169066,9:44:26,20,-1.15,-0.029,411,5,0.18,0.02,624.224,258.561,15.8122,26.3264,30.0002,26.3852,26.4105
S2,19,1576169301,2739.5,20191212 09:48:21,9:48:21,,1576169293,0.005445342,14.71832907,393.143377,308.3190251,26.21118116,33.42236917,0.333188433,2.532084587,0.310607352,0.196030738,241.6696853,20.31900121,20.00974194,2.34802912,37.04215656,0.885988178,2.391837465,1.462040941,-240.1395739,40.79968008,3.244892894,45.57468438,-0.049265339,0.055304659,3.973808844,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1468-20221002-20_55_49,815.0322692,978.215,0.166816836,0.5,1261.229487,14.71832907,105.197156,0.45934176,0.011079665,-0.998457599,DARK-1469-20221002-20_55_51,528.88,449.335,0.363164968,1.852027945,0.199212447,6.198673521,1500.022258,1261.229487,0.840807182,0.191614363,6,0.5,393.1433871,410.0025806,10.42177419,5.033161935,599.9977097,84.91318387,0.099997377,20.30861935,20.00974194,999.9,0,0,13991.43871,0,10.4597871,1500.022258,0.973006161,0.026993635,0,814.9873871,5.0001,11843.30968,11926.31935,40.70529032,42.81612903,41.94512903,41.9413871,42.55,1454.662258,40.35967742,0,150.0999999,815.0322692,-0.192102569,7.384615395,11843.42308,15,1576169222,9:47:01,21,-1.205,-0.031,410,5,0.1,0.02,624.301,257.901,15.7738,26.2997,30.0001,26.359,26.386
S2,20,1576169452,2890,20191212 09:50:51,9:50:51,,1576169444,0.005058649,14.47884771,393.5232482,302.3421192,25.70139025,33.4524829,0.300988861,2.533115061,0.282438075,0.178095153,241.6659451,20.42869626,20.01049677,2.34813887,35.72939267,0.854275511,2.390960066,1.493863359,-223.0864317,39.90217775,3.172137293,61.65382851,-0.049296895,0.055340084,3.97576279,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1470-20221002-20_58_20,815.5755,987.85,0.17439338,0.5,1261.209716,14.47884771,109.9733124,0.460262186,0.010889956,-0.998472643,DARK-1471-20221002-20_58_21,533.18,454.67,0.378900081,1.855171392,0.207866622,6.259822124,1499.99871,1261.209716,0.840807201,0.191614402,6,0.5,393.5232581,409.992871,10.04939677,5.041562903,599.9974839,84.90765161,0.099989129,20.30268065,20.01049677,999.9,0,0,14001.3129,0,9.70708871,1499.99871,0.973005387,0.026994345,0,815.6264516,5.0001,11851.0129,11926.12903,40.75,42.8363871,41.99796774,41.98148387,42.56612903,1454.638387,40.36,0,150,815.5755,-0.832717926,-15.34017102,11851.05,15,1576169369,9:49:29,22,-1.263,-0.032,410,5,0.09,0.02,684.911,207.005,15.784,26.2798,30,26.3343,26.3682
